ID,Fecha de creación,Likes,Retweets,Nº comentarios,Texto
1543652038109642752,2022-07-03 17:45:00+00:00,24,7,10,"Leonor empieza en el museo Dalí su tercera visita a Catalunya

La princesa de Girona y la infanta Sofía han sido recibidas en Figueres entre aplausos de manifestantes de una asociación monárquica y abucheos de grupos independentistas

✍️@malcazarm 
https://t.co/bZ6JgB8Ff9 https://t.co/qVImkhoa9H"
1543648609996083204,2022-07-03 17:31:22+00:00,28,40,6,"🔴#ÚLTIMAHORA Tiroteo con víctimas en un centro comercial de Copenhague

La Policía danesa ha informado de un supuesto atentado en un concurrido establecimiento de la capital danesa

https://t.co/DcFwaHEUGc https://t.co/Xlz4miSxao"
1543648265417084928,2022-07-03 17:30:00+00:00,1,1,0,"🟡 ""El emigrante cubre de silencio un sentimiento de fracaso""

Fran Toro, profesor de historia y novelista, cuenta la cruda y ruda Andalucía de la que emigraron sus padres, al sur de Jaén, para radicarse en Badalona.

La Videocontra por @amelanovela

https://t.co/4IfU2d7AoL https://t.co/GoPORqMoRJ"
1543644488374972416,2022-07-03 17:15:00+00:00,4,0,0,"Jaume Plensa y Jordi Savall, el cruce de caminos de dos artistas universales.

'La Vanguardia' reúne a dos creadores que comparten admiración mutua, orígenes autodidactas y una manera de entender el arte.

Cara a cara por @matesemo y @mcelchavarria 
https://t.co/0Fkvw3AXix"
1543642650519240704,2022-07-03 17:07:42+00:00,1,0,2,El sobrio y calculado papel del Rey https://t.co/KW4W32oRKo
1543642646123614208,2022-07-03 17:07:40+00:00,1,0,1,Órban ante el juego de los espejos https://t.co/tgfKYEqVFW
1543642641631481857,2022-07-03 17:07:39+00:00,2,0,1,La Reina y la esposa del presidente https://t.co/Op7CVFj3o3
1543642636191399937,2022-07-03 17:07:38+00:00,1,0,1,Johnson y el emperador de Alemania https://t.co/6LRVpzsBYN
1543642630982180866,2022-07-03 17:07:37+00:00,0,0,1,"Pronto...?  Mario, vieni, súbito! https://t.co/DM6cJfgwqx"
1543642625407868932,2022-07-03 17:07:36+00:00,0,0,1,Los Macron rememoran a Bonaparte https://t.co/6iL6t0y9GL
1543642618575323137,2022-07-03 17:07:34+00:00,5,2,3,"""Los españoles han vivido con relativa satisfacción la organización de la asamblea general de la OTAN, un evento que nos anuncia una vida peor"".

El análisis de @EnricJuliana
https://t.co/QF4lcJQ1XV"
1543640716760387584,2022-07-03 17:00:00+00:00,2,1,0,"📺 Nuestros destacados de la semana en televisión en abierto y plataformas:

'Stranger things', 'La lista final' y 'Westworld' entre las series más significativas de las que se va a hablar.👇

https://t.co/ikcWVY1fkY"
1543638183522570240,2022-07-03 16:49:57+00:00,12,1,1,"Carlos Sainz, al fin, saborea su primera victoria en la F1

El piloto madrileño vence en Silverstone en un duelo caliente con su compañero Leclerc gracias a un último coche de seguridad

✍️@toniljorda 
https://t.co/QnTTBY07rD https://t.co/znaZp8rEzW"
1543636938879549448,2022-07-03 16:45:00+00:00,7,1,1,"""Hubo un clic el día que mi hijo dijo no a la falda del uniforme""

La madre del niño transexual de 8 años de Ourense, María José Rodríguez, explica cómo el caso de su hijo le ha llevado a hacerse activista de la causa trans.

Entrevista por @anxoluxilde
https://t.co/BpciG4K2lH"
1543633164119076864,2022-07-03 16:30:00+00:00,7,11,1,"El río Po se seca, Italia cierra el grifo.

El mayor río de la península sufre su peor sequía en 70 años y obliga a racionar el agua en decenas de municipios.

Informa @annabujcusso 
https://t.co/CyuwAUnrzw"
1543632297357987843,2022-07-03 16:26:33+00:00,57,8,1,"🔴#ÚLTIMAHORA Carlos Sainz gana su primera carrera de F1 al coronarse con el GP de Gran Bretaña.

Carlos Sainz se dirige hacia la primera victoria de su trayectoria deportiva... ¡Vamos! ¡Se puede! Sainz se sitúa a +3.329 del grupo perseguidor.
https://t.co/OhyUaxxwA1 https://t.co/QFEH8kw2aq"
1543629389346140160,2022-07-03 16:15:00+00:00,1,0,3,"¿Cuánto sueño es necesario para un tener un peso saludable?

Los expertos aseguran que cuanto más y mejor se duerme, más calorías se queman y mejor se mantiene el peso

https://t.co/eoaMOd9YPH"
1543625621711904769,2022-07-03 16:00:02+00:00,54,14,15,"Tropas chechenas toman el último bastión ucraniano en  Lugansk.

En su canal de Telegram, el líder checheno Ramzan Kadyrov ha publicado un video que supuestamente muestra a soldados chechenos en Lisichansk.👇
https://t.co/Ru8fXpBgJs https://t.co/9BhtIYSJiH"
1543624613242048514,2022-07-03 15:56:01+00:00,31,26,0,"🔴#ÚLTIMAHORA Al menos cinco muertos en el desprendimiento de un glaciar en los Alpes italianos

Un enorme bloque se ha desprendido del glaciar Marmolada, provocando una avalancha que deja varios muertos y heridos

https://t.co/oPMqX1yfcd"
1543623183928102918,2022-07-03 15:50:20+00:00,2,1,1,"Lo más V+ | Los hijos de centenarios comparten su huella genética de la longevidad.

Los descendientes de personas con una larga vida envejecen mucho mejor que sus coetáneos.

Informa @Mayterius

https://t.co/PfLu2QruCr https://t.co/l3ps7t7VbS"
1543619686121758722,2022-07-03 15:36:26+00:00,49,19,3,"Aún no hay justicia para Samuel Luiz, el joven asesinado hace un año en una agresión homófoba en grupo en A Coruña.

Sus supuestos asesinos están cada vez más cerca de juicio tras los últimos avances en la investigación.

https://t.co/c6JNnrvd4C #SamuelLuiz #LGTB+ #ACoruña https://t.co/dCIzcTs3i3"
1543618064503242755,2022-07-03 15:30:00+00:00,1,0,2,"Lo más V+ | ¿Cuáles son las mejores universidades para estudiar en España?

Las universidades catalanas lideran el ranking tanto en calidad de grados como en posgrados.

✍️Màrius Sin
https://t.co/biEGGDQHZN https://t.co/6J7GgPx6uZ"
1543614289629659139,2022-07-03 15:15:00+00:00,3,2,1,"El cantante Ricky Martin, denunciado por violencia doméstica

El cantante asegura que las alegaciones de violencia doméstica contra su persona son ""completamente falsas""

✍️Queralt Uceda
https://t.co/7sVPwEdpdq https://t.co/S5m0kkK6n9"
1543610525820518401,2022-07-03 15:00:02+00:00,1,0,0,"Espeluznante accidente de Guanyu Zhou en la salida de F1, salvado por el halo

El Alfa Romeo, embestido por Russell en la recta de salida, volcó, se quedó boca abajo y saltó la valla de neumáticos

✍️@toniljorda 
https://t.co/xjjORwJhuy https://t.co/dZ21UJg0w7"
1543606488110731264,2022-07-03 14:44:00+00:00,1,0,0,"Tom Cruise vuela alto en su 60 cumpleaños

La secuela de ‘Top Gun’ se ha convertido en el filme más taquillero de sus cuatro décadas de exitosa carrera como actor, marcada también por su obsesión en la cienciología

✍️Isabel Clarós 

https://t.co/IIQ0x6jZcg https://t.co/LxEVHqpe1D"
